226:4,3,5,1,2,6,7,9,5,2,1,4,6,8,2,4,8,4,1,3,5,1,2,7,6,2,5,1,4,1
227:3,5,5,9,7,3,9,6,9,8,7,8,4,4,8,5,9,5,7,1,7,7,1,9,5,3,8,1,2,5
228:4,6,2,9,7,4,7,6,1,5,5,2,9,2,8,3,7,2,1,8,8,3,9,4,7,1,3,9,4,6
229:2,3,2,5,2,7,1,1,3,4,3,4,1,8,9,2,3,9,2,8,7,2,2,6,7,7,1,9,2,1
230:4,4,6,3,5,6,7,8,5,1,7,8,7,6,8,9,3,2,5,4,8,5,3,2,3,7,6,3,4,9
231:6,1,7,8,9,8,9,2,9,2,8,9,9,4,1,3,4,3,3,1,9,6,2,4,4,3,2,9,4,1
232:4,5,2,2,4,8,4,5,9,7,2,5,1,9,2,3,3,1,9,5,6,6,8,4,8,2,2,5,7,5
233:2,2,5,2,1,9,9,3,6,8,6,3,5,2,4,5,1,9,6,9,9,2,5,9,2,3,5,6,6,5
234:1,9,9,3,3,8,2,2,9,3,2,3,8,2,2,4,7,5,3,3,9,2,5,1,2,5,5,4,3,7
235:2,1,2,7,4,1,4,1,7,7,8,6,3,2,4,7,9,2,2,8,1,3,9,1,4,8,1,8,3,7
236:5,2,2,5,7,4,8,8,1,6,7,9,7,1,3,2,8,5,2,6,1,3,3,7,1,8,8,3,7,2
237:1,9,6,8,5,5,8,7,3,9,5,7,1,7,2,5,7,4,5,7,8,5,4,9,5,6,7,7,5,9
238:4,5,7,7,6,7,3,7,5,7,3,8,5,7,9,8,1,2,6,1,1,4,6,1,8,6,6,5,5,3
239:4,7,3,2,5,7,7,9,1,2,9,5,2,8,3,5,5,3,7,6,6,1,9,3,7,1,4,8,4,9
240:2,7,3,9,6,3,6,8,8,7,9,5,3,4,6,7,5,2,8,2,3,7,6,7,9,3,7,3,9,2
241:9,2,9,1,2,5,5,4,7,6,4,8,3,9,1,2,8,9,4,5,8,4,3,4,7,5,2,9,1,8
242:9,4,4,6,2,8,6,8,4,3,4,8,4,9,3,4,9,9,8,2,5,3,9,4,6,2,5,6,7,8
243:9,4,5,4,8,8,3,7,1,7,2,3,5,6,2,3,9,8,1,4,5,2,9,6,7,5,3,4,1,4
244:9,4,9,4,5,4,9,3,3,9,8,5,6,9,8,4,4,8,8,5,2,2,3,5,9,9,5,7,9,7
245:6,8,9,9,7,6,9,8,9,7,2,6,3,1,2,7,2,3,7,9,3,7,9,2,2,2,9,2,4,2
246:2,9,4,5,4,1,2,6,3,3,4,2,4,4,2,6,2,4,3,3,8,9,2,3,6,3,6,9,9,6
247:4,2,4,3,4,1,3,6,7,6,6,6,2,8,1,5,3,4,4,3,2,5,4,2,6,2,5,7,4,5
248:3,2,5,2,4,5,9,6,5,1,9,4,5,1,2,3,2,5,2,3,8,4,9,2,8,1,2,5,7,5
249:2,1,1,6,9,2,2,7,8,5,1,6,4,2,8,6,5,5,4,8,9,7,4,2,3,5,4,1,1,8
250:6,6,2,1,8,1,5,6,6,1,1,4,7,6,3,2,8,9,8,8,4,8,5,7,4,2,7,5,5,4
251:6,4,4,5,1,2,5,5,4,7,7,8,6,9,7,6,1,1,2,1,5,9,9,4,3,3,4,8,1,9
252:4,4,9,4,4,6,8,1,7,6,4,5,6,5,6,8,1,6,4,9,4,8,6,1,5,3,4,4,9,5
253:4,3,3,6,9,9,8,2,5,5,2,7,6,1,2,2,7,7,6,3,5,5,8,2,3,5,7,9,1,3
254:4,7,5,6,5,7,2,4,3,7,5,9,8,3,9,4,9,8,5,2,1,2,6,2,1,9,2,3,8,3
255:5,5,5,7,9,4,9,6,5,8,7,3,6,8,9,1,8,2,9,5,4,4,5,6,4,6,9,5,2,7
256:8,5,7,5,8,9,9,3,2,5,9,7,5,3,8,5,4,4,9,1,7,8,6,3,3,7,2,7,8,1
257:5,8,4,5,3,7,6,1,2,3,5,8,9,6,5,6,6,9,3,3,1,9,4,4,9,1,6,3,7,4
258:8,6,8,1,4,2,8,7,1,5,4,4,1,1,9,7,7,9,3,3,3,6,4,4,6,8,8,6,7,8
259:3,6,5,8,1,1,6,1,7,8,1,8,8,9,3,8,3,6,4,4,8,7,6,9,4,1,6,1,7,9
260:4,2,4,3,4,1,3,6,7,6,6,6,2,8,1,5,3,4,4,3,2,5,4,2,6,2,5,7,4,8
261:7,2,5,6,8,8,2,4,2,3,6,5,5,9,6,4,4,8,3,4,4,4,3,7,9,2,2,6,4,9
262:9,5,3,7,3,8,5,6,4,7,1,7,6,4,5,8,1,5,1,2,6,8,2,1,1,8,2,2,3,2
263:2,1,6,6,3,5,7,8,4,9,9,8,1,6,6,4,9,5,3,5,1,6,7,2,4,9,3,9,5,1
264:5,7,4,3,4,8,7,1,2,3,8,5,4,2,6,3,5,2,8,7,1,5,2,2,6,9,7,7,2,7
265:6,8,5,1,6,4,1,8,3,3,6,2,6,8,7,8,3,7,6,8,2,3,3,5,5,3,7,6,8,7
266:6,5,6,5,7,1,7,5,8,1,7,7,4,7,1,3,2,5,3,5,6,1,6,8,2,5,4,1,7,8
267:4,4,6,3,5,6,7,8,5,1,7,8,7,6,8,9,3,2,5,4,8,5,3,2,3,7,6,3,4,3
268:1,7,8,3,2,3,4,9,9,7,3,2,3,3,2,8,7,7,3,5,5,6,2,1,4,7,9,5,7,2
269:9,8,1,5,4,6,1,2,6,8,5,1,1,8,5,3,1,6,9,3,1,1,3,3,9,6,1,9,6,1
270:3,7,2,9,1,2,5,6,2,6,5,2,2,2,5,7,8,6,2,5,5,8,6,6,6,6,9,9,1,4
271:9,5,5,3,5,9,4,5,2,7,5,8,7,7,9,3,6,3,5,6,4,5,6,8,7,4,5,2,4,5
272:6,8,6,5,9,5,8,1,7,1,8,8,8,8,4,3,5,1,8,8,2,8,4,8,6,6,5,8,7,3
273:2,3,9,8,3,4,9,9,5,9,9,4,1,2,6,7,4,6,6,9,8,3,6,7,3,3,7,8,3,3
274:2,8,5,3,6,5,2,2,8,8,3,1,1,8,2,6,8,5,7,1,4,3,5,4,6,8,9,3,7,7
275:1,5,5,5,4,3,9,8,8,3,1,3,6,5,4,6,3,6,5,2,2,9,1,8,7,9,1,1,1,3
276:2,6,8,4,4,8,3,7,3,4,2,4,2,4,6,2,8,5,5,7,1,9,6,5,8,7,4,1,1,6
277:8,3,7,8,3,1,5,1,1,1,4,8,4,9,5,9,9,6,3,9,6,2,2,9,5,7,3,3,5,6
278:7,2,1,1,3,9,5,5,6,9,6,4,8,3,8,4,9,7,2,1,2,3,3,5,1,6,6,4,3,2
279:1,5,9,8,3,5,5,6,9,3,8,6,9,9,8,6,5,7,3,4,4,9,9,7,7,2,5,4,3,9
280:6,7,2,7,8,9,1,1,5,9,2,7,4,7,7,6,1,8,6,6,2,7,5,3,1,4,8,2,9,7
281:4,3,8,5,3,2,6,6,5,9,1,2,6,1,2,5,8,9,6,4,6,4,8,6,6,8,6,3,7,3
282:1,3,3,6,4,1,8,9,8,5,5,2,8,5,4,3,1,4,8,9,6,3,9,4,3,3,7,4,1,1
283:1,5,7,7,5,1,7,4,1,8,9,3,2,6,8,4,2,5,8,7,7,6,4,8,5,7,6,9,2,8
284:1,5,9,8,3,5,5,6,9,3,8,6,9,9,8,6,5,7,3,4,4,9,9,7,7,2,5,4,3,5
285:9,3,4,6,1,3,6,6,1,3,6,9,7,6,9,8,6,8,7,2,9,3,3,9,7,2,6,2,6,1
286:8,1,2,1,8,4,4,6,2,6,5,4,2,8,2,1,6,6,2,5,9,6,9,8,6,9,1,1,6,6
287:9,8,1,3,5,8,4,4,1,5,6,8,2,1,8,6,6,6,4,9,4,5,4,7,3,8,4,6,2,9
288:7,6,5,7,7,7,8,7,5,5,4,4,4,5,2,3,6,3,9,3,1,6,3,3,4,7,9,9,7,8
289:2,2,7,2,5,1,8,7,4,7,8,4,2,9,6,3,3,9,4,6,2,7,2,2,3,9,9,9,1,4
290:2,1,8,4,2,7,5,8,7,6,1,8,6,2,3,2,1,9,4,6,2,8,9,5,1,4,7,4,1,7
291:7,2,6,2,2,9,9,8,1,6,2,1,7,2,3,1,7,4,4,1,3,7,7,2,8,1,1,6,1,7
292:3,3,8,2,4,4,8,6,8,7,3,3,3,8,2,2,4,5,2,6,6,8,3,8,5,6,6,7,2,7
293:4,5,2,2,4,8,4,5,7,7,2,5,1,9,2,3,3,1,9,5,6,6,8,4,8,2,2,5,7,5
294:2,2,7,2,5,1,8,7,4,7,8,4,2,9,6,3,3,9,4,6,2,7,2,2,3,9,9,9,1,4
295:3,8,4,2,4,3,7,7,5,2,3,2,6,3,2,8,2,8,6,3,4,8,1,5,5,6,1,5,6,7
296:5,1,6,9,3,9,8,5,5,1,6,7,9,5,8,8,8,3,9,3,6,3,9,6,6,6,3,1,2,6
297:3,6,4,3,3,3,6,9,2,9,2,8,7,3,8,8,5,7,2,6,2,6,2,3,9,5,6,1,3,3
298:7,2,5,8,2,2,1,7,6,5,8,3,4,7,1,3,5,5,7,4,9,7,9,7,9,7,5,6,7,8
299:5,1,1,1,7,6,6,1,7,5,7,3,6,5,9,2,5,6,2,6,3,9,1,5,2,7,8,9,2,4
300:8,7,1,8,7,9,6,8,6,4,2,1,1,9,6,6,6,5,1,8,6,2,9,8,1,6,5,5,9,9
301:2,1,3,2,6,9,3,2,5,6,4,9,1,5,1,7,6,1,4,6,6,3,9,4,8,4,2,5,5,9
302:4,7,5,6,5,7,2,2,3,7,5,9,8,3,9,4,9,8,5,2,1,2,6,2,1,9,2,3,8,8
303:1,5,4,3,8,6,8,9,2,5,3,7,8,8,3,1,1,1,1,8,1,7,8,8,7,5,4,6,8,3
304:7,2,7,2,8,1,2,4,7,7,3,5,1,8,5,5,3,7,4,4,6,2,1,9,9,9,5,7,5,2
305:5,2,2,3,7,4,8,8,1,6,7,9,7,1,3,2,8,5,2,6,1,3,3,7,1,8,8,3,7,2
306:2,5,3,4,2,2,3,5,7,4,8,5,3,4,8,8,1,5,9,2,1,7,4,8,5,5,3,5,4,3
307:2,1,8,6,9,9,8,1,5,4,9,5,2,3,1,8,1,5,3,9,3,3,9,7,6,4,3,6,8,3
308:7,3,1,7,4,3,9,6,3,7,8,3,3,8,7,6,4,4,2,2,8,6,3,4,3,8,3,1,6,7
309:5,1,1,6,8,3,8,3,6,2,4,5,2,1,1,8,1,6,5,7,4,4,1,1,2,5,6,2,8,8
310:5,3,1,1,1,9,4,8,1,5,7,2,5,1,3,9,4,4,6,9,2,4,2,5,5,9,5,9,6,2
311:5,3,1,1,1,9,4,8,1,5,7,2,5,1,3,9,7,4,6,9,2,4,2,5,5,9,5,9,6,2
312:8,6,1,1,5,1,3,2,8,8,3,2,3,8,9,2,5,5,1,4,7,1,8,7,7,6,5,9,5,3
313:7,3,3,3,1,8,7,4,4,5,2,3,1,8,1,2,3,5,9,9,7,7,1,6,8,4,7,1,6,4
314:1,4,3,8,6,1,6,1,4,1,8,1,6,6,3,4,6,6,5,4,7,6,5,4,6,5,5,2,4,8
315:7,7,8,4,6,1,4,6,2,2,3,5,5,5,6,2,7,1,9,9,6,1,1,1,4,9,7,5,1,1
316:2,1,5,3,2,7,5,7,3,3,5,8,6,1,8,7,7,2,9,2,6,6,6,8,7,9,7,7,8,3
317:5,2,1,1,1,7,4,9,2,7,6,3,5,9,3,1,6,6,2,4,7,2,1,3,3,2,2,6,6,7
318:8,4,3,5,7,6,3,2,2,7,6,9,5,4,7,4,6,9,9,1,7,6,4,2,2,3,9,9,3,8
319:5,4,2,8,2,9,3,8,9,7,5,9,2,1,8,9,5,9,2,9,1,1,8,2,2,7,1,1,2,7
320:7,2,1,1,3,9,5,5,6,9,6,4,8,3,8,4,9,7,2,1,2,3,3,5,1,6,6,4,3,6
321:6,6,7,6,7,5,6,3,8,2,2,1,4,1,1,2,4,1,1,8,6,6,3,1,4,4,9,7,4,6
322:4,7,3,1,1,4,9,7,9,2,4,3,6,6,2,7,5,9,9,1,2,3,6,6,1,4,5,8,4,1
323:2,7,4,7,9,4,7,5,8,2,6,8,8,9,3,9,9,9,4,5,7,2,9,9,9,1,2,6,2,1
324:4,7,3,1,1,4,9,7,9,2,4,3,6,6,2,7,5,9,9,1,2,3,6,6,1,4,5,8,4,1
325:4,2,6,4,7,3,7,8,5,7,5,8,6,7,5,4,9,7,7,3,9,9,3,4,4,2,7,3,4,8
326:8,5,8,9,4,8,8,2,4,8,2,6,9,4,9,3,5,9,5,4,7,2,1,2,4,5,3,2,2,6
327:5,9,4,3,9,8,7,9,5,7,8,2,7,4,6,7,6,4,5,3,4,2,9,4,9,3,2,6,5,8
328:2,3,9,8,3,4,9,9,5,9,9,4,1,2,3,7,4,6,6,9,8,3,6,7,3,3,7,8,3,4
329:4,3,5,1,2,6,7,9,5,2,1,4,6,8,2,4,8,4,1,3,5,1,2,7,6,2,5,1,4,4
330:9,8,8,5,5,7,1,3,2,8,4,4,1,4,5,4,4,1,7,6,6,9,9,6,9,8,5,5,7,8
331:1,6,4,7,6,7,5,6,7,7,2,6,4,7,4,4,6,2,2,8,6,7,5,9,7,8,5,7,1,7
332:1,7,4,9,9,4,4,2,2,7,1,2,8,4,2,3,9,6,7,3,9,6,7,2,3,1,8,8,7,3
333:6,1,2,3,2,6,1,5,3,8,1,8,6,3,4,3,6,2,4,4,9,6,3,5,2,1,5,4,9,3
334:9,8,6,1,5,7,4,5,3,9,1,6,8,9,4,8,6,1,3,8,8,3,7,2,6,2,5,4,6,8
335:9,8,2,8,1,2,6,1,9,1,9,7,4,7,2,7,6,5,6,1,7,9,8,4,7,1,5,7,9,5
336:9,9,3,1,3,9,4,6,6,7,3,8,9,6,1,3,4,4,1,6,1,6,1,9,4,2,1,2,6,6
337:4,1,3,1,5,5,9,1,3,9,2,2,3,9,6,4,9,7,6,8,2,4,4,9,3,5,3,3,5,5
338:7,8,1,4,4,7,8,3,2,7,2,3,1,5,4,4,7,7,5,4,4,8,4,8,2,1,5,5,6,9
339:8,9,1,8,7,8,7,2,6,9,3,9,3,5,3,2,9,9,9,6,8,5,8,2,7,2,5,3,3,9
340:5,1,5,8,4,4,8,1,7,7,3,6,4,7,7,9,5,4,4,5,5,7,5,1,4,5,2,5,3,6
341:5,5,5,4,6,6,2,2,2,9,9,7,6,3,7,2,8,1,9,3,6,7,9,5,3,9,5,3,5,5
342:1,4,8,7,4,3,4,8,1,4,4,6,6,1,4,2,1,6,2,6,4,8,4,4,4,4,3,5,7,5
343:3,7,1,1,7,8,9,7,1,3,3,5,1,9,5,8,4,6,4,2,8,2,7,6,3,9,6,9,6,9
344:9,5,2,5,9,4,6,6,9,4,5,4,7,3,6,3,8,4,3,7,1,8,9,6,4,7,6,6,5,2
345:1,1,3,6,9,3,8,7,1,6,3,9,4,9,8,2,2,8,4,1,8,4,5,7,4,9,6,6,6,3
346:9,8,7,9,1,2,9,9,3,2,4,4,9,4,3,8,2,3,7,1,9,7,1,2,9,2,6,1,2,4
347:5,2,3,5,3,3,1,2,5,7,2,6,4,5,4,2,9,9,1,4,2,9,5,1,6,3,8,6,1,4
348:9,2,9,1,2,5,5,4,7,6,4,8,3,9,6,2,8,9,4,5,8,4,3,4,7,5,2,9,1,8
349:9,8,2,8,1,2,6,1,9,1,9,7,4,7,2,7,6,5,6,1,7,9,8,4,7,1,5,7,9,3
350:7,5,8,2,2,5,7,1,5,3,3,5,1,9,6,3,1,7,6,5,1,8,1,3,1,7,6,5,1,3
351:1,3,9,9,6,2,4,9,9,8,5,5,2,8,4,9,8,2,2,9,9,1,2,7,1,9,6,1,1,4
352:8,8,3,7,7,3,6,5,3,8,9,2,4,6,8,4,9,8,3,5,1,4,1,8,7,1,3,7,7,7
353:4,1,8,1,2,3,6,8,7,5,8,6,8,4,9,7,3,6,9,5,8,8,6,6,6,8,2,9,2,9
354:2,8,5,3,6,5,2,2,8,8,3,1,1,8,2,6,8,5,7,1,4,3,5,4,6,8,9,5,7,7
355:1,3,3,6,4,1,8,9,8,5,5,2,8,5,4,3,1,4,8,9,6,3,9,4,6,3,7,4,1,1
356:1,4,8,9,4,6,8,6,9,5,8,8,9,4,1,7,8,1,2,2,4,2,3,4,7,3,1,9,3,7
357:5,4,2,8,2,9,3,8,9,7,5,9,2,1,7,9,5,9,2,9,1,1,8,2,2,7,1,1,2,7
358:3,1,7,8,8,1,1,3,4,9,6,8,7,6,6,5,6,7,9,4,9,2,9,5,4,2,5,4,5,6
359:8,1,9,1,2,2,8,3,5,8,5,6,7,8,5,5,2,9,6,8,6,7,7,9,8,8,1,9,7,1
360:6,9,2,5,1,7,9,9,4,9,7,4,3,5,1,6,5,7,1,9,1,9,8,5,3,2,7,4,8,2
361:6,7,8,9,7,2,5,8,4,3,3,4,3,3,3,6,8,9,9,8,4,5,3,6,4,3,6,1,6,5
362:4,1,4,3,8,5,7,2,6,1,7,8,9,7,9,2,1,2,8,7,1,6,4,7,3,2,8,6,9,8
363:2,3,9,8,3,4,9,9,5,9,9,4,1,2,6,7,4,6,6,9,8,3,6,7,3,3,7,8,3,4
364:4,4,6,4,4,6,8,1,7,6,4,5,6,5,6,8,1,6,4,9,4,8,6,1,5,3,4,4,9,1
365:2,7,4,5,3,8,3,4,9,8,6,9,9,6,7,6,7,8,7,9,1,3,4,9,2,3,6,4,9,2
366:3,3,9,2,4,4,8,6,8,7,3,3,3,8,2,2,4,5,2,6,6,8,3,8,5,6,6,7,2,5
367:6,3,7,8,4,6,8,2,3,8,7,7,3,3,3,6,2,4,4,1,3,9,3,7,8,6,5,6,3,9
368:2,1,1,6,9,2,2,7,8,5,1,6,4,2,8,6,3,5,4,8,9,7,4,2,3,5,4,1,1,8
369:8,5,1,6,5,2,3,3,9,7,1,2,2,1,8,8,4,6,3,3,3,5,6,6,8,8,9,4,6,5
370:8,3,2,9,5,8,6,6,4,5,2,4,8,7,6,4,1,1,7,3,8,8,9,2,4,7,1,7,2,6
371:1,4,3,6,6,4,8,6,2,3,3,9,5,5,9,8,7,2,6,2,1,8,4,6,9,4,8,6,6,9
372:4,3,3,7,9,2,5,4,2,5,2,2,4,2,1,2,7,8,7,6,8,3,6,8,1,7,7,7,7,9
373:5,4,6,2,1,6,2,3,1,4,3,4,4,2,6,1,3,9,6,1,7,6,1,4,8,2,7,3,9,8
374:9,3,1,6,4,6,7,6,2,9,1,5,4,2,4,7,6,1,5,2,6,1,7,9,8,7,1,3,9,6
375:1,3,8,4,7,1,9,8,6,2,8,8,1,9,7,6,1,1,4,6,2,3,9,4,9,1,5,3,8,5
376:5,6,9,2,2,5,1,9,2,4,2,6,8,9,8,4,5,8,5,1,9,4,1,7,7,6,8,4,3,1
377:4,6,3,2,9,6,1,5,1,4,2,2,5,7,4,4,9,2,6,7,8,8,8,1,3,3,5,4,5,7
378:1,4,3,5,2,2,5,6,1,9,4,8,6,9,7,9,3,1,9,8,2,6,8,5,5,2,4,7,7,7
379:8,8,8,3,7,9,5,2,2,9,3,7,5,3,7,2,2,8,5,8,5,2,2,8,2,2,1,9,2,8
380:1,4,3,6,6,4,8,6,2,3,3,9,5,5,9,8,7,2,6,2,1,8,4,6,9,4,8,6,6,5
381:4,7,9,1,8,7,6,3,6,5,4,6,8,2,2,2,4,3,1,6,1,9,2,6,6,8,2,9,7,9
382:2,6,4,1,3,2,7,1,2,7,5,1,4,3,9,7,9,5,5,6,2,3,8,1,2,6,8,6,4,3
383:7,5,1,3,3,7,6,9,1,5,5,4,8,2,1,4,2,9,1,4,3,9,8,3,8,6,9,2,6,2
384:6,8,5,1,6,4,1,8,3,3,6,2,6,8,7,8,3,7,6,8,2,3,3,5,5,3,7,6,8,7
385:5,2,1,4,6,2,5,8,6,1,6,5,7,5,8,2,4,4,3,5,8,1,1,9,8,3,1,9,3,5
386:7,2,5,8,7,3,9,6,3,8,9,4,5,7,2,5,6,3,1,3,4,9,7,6,7,1,3,5,9,9
387:1,8,5,7,3,9,4,8,7,3,9,5,9,9,3,2,4,5,3,6,8,1,1,4,8,5,8,1,7,9
388:7,3,7,4,9,8,5,3,6,8,8,4,5,7,2,5,3,8,6,1,3,6,1,4,5,6,2,1,5,7
389:3,5,5,9,7,3,9,6,9,8,7,8,4,4,8,5,9,5,7,1,7,7,1,9,5,3,8,1,2,3
390:9,9,4,4,3,9,1,1,9,4,8,1,4,2,8,4,9,1,4,3,1,4,1,8,6,7,2,8,8,4
391:5,8,2,1,5,3,1,6,6,1,5,9,2,5,6,5,7,2,9,4,7,7,8,3,7,1,2,3,8,2
392:9,9,3,5,2,2,9,4,5,3,6,6,9,5,8,4,4,2,6,4,7,4,6,9,1,2,8,2,4,1
393:7,5,3,1,3,1,5,4,8,6,6,4,8,3,2,1,5,8,2,4,6,6,9,5,7,6,5,5,8,6
394:4,7,3,2,5,7,7,9,1,2,9,5,2,8,3,5,5,3,7,6,6,1,9,3,7,1,4,8,4,3
395:6,9,7,6,3,9,6,2,2,2,7,3,7,1,7,9,3,4,1,8,6,9,3,9,7,5,6,1,4,1
396:9,2,4,7,3,6,5,8,2,9,1,5,6,5,3,1,6,8,6,1,7,5,3,7,5,6,8,1,1,3
397:4,4,6,4,4,6,8,1,7,6,4,5,6,5,6,8,1,6,4,9,4,8,6,1,5,3,4,4,9,5
398:5,1,8,1,2,3,6,8,7,5,8,6,8,4,9,7,3,6,9,5,8,8,6,6,6,8,2,9,2,9
399:1,8,8,3,2,1,1,9,6,6,8,2,9,8,9,3,1,8,8,5,8,8,1,8,2,7,4,2,7,1
400:7,1,1,8,1,6,5,2,1,9,8,8,6,6,7,5,3,3,1,7,5,5,1,5,5,4,5,2,7,1
401:7,6,9,7,1,1,2,4,6,7,7,5,6,2,9,7,5,1,9,6,9,9,2,3,4,7,3,6,5,8
402:3,4,8,3,2,2,2,5,9,8,2,9,4,1,5,8,7,7,2,3,6,1,6,9,1,5,7,9,3,5
403:7,5,1,3,3,7,6,9,1,5,5,4,8,2,1,4,2,9,1,4,3,9,8,3,8,6,9,2,6,2
404:6,7,6,7,6,7,4,3,4,7,4,7,5,4,2,2,5,7,7,8,9,8,1,1,2,4,4,5,3,9
405:8,6,5,1,4,7,6,8,2,4,8,8,9,3,3,5,2,9,2,2,8,3,7,5,9,7,7,3,4,1
406:6,9,2,5,1,7,9,9,4,9,7,4,3,5,1,6,5,7,1,9,1,9,8,5,3,2,7,4,8,5
407:8,6,1,1,5,1,6,2,8,8,3,2,3,8,9,2,5,5,1,4,7,1,8,7,7,6,5,9,5,1
408:2,1,1,2,6,1,5,5,3,2,1,8,8,1,2,1,7,8,7,2,2,1,3,9,7,1,4,3,9,7
409:4,1,9,4,6,3,9,5,6,7,3,5,4,5,8,4,2,6,8,5,8,6,7,8,2,1,6,1,9,1
410:8,3,3,7,7,5,5,4,6,8,5,4,3,5,6,2,1,5,7,4,8,7,8,3,1,6,1,3,1,2
411:9,4,7,8,2,5,5,8,1,5,2,5,9,5,3,8,8,4,2,6,4,4,1,5,4,3,8,7,5,5
412:9,9,4,4,3,9,1,1,9,4,8,1,4,2,8,4,9,1,4,3,1,4,1,8,6,7,2,8,8,8
413:5,3,5,5,4,7,2,2,1,1,8,5,2,5,4,5,7,9,3,1,2,8,9,1,7,4,6,3,9,5
414:4,8,1,8,8,8,2,7,6,7,8,5,9,9,1,7,7,1,8,6,3,4,4,4,7,9,7,9,8,3
415:8,3,3,7,7,5,5,4,6,8,5,4,3,5,6,2,1,5,7,4,8,7,8,3,1,6,1,3,1,6
416:9,1,2,8,2,5,6,5,7,4,8,7,3,4,4,9,9,1,8,7,6,2,5,6,6,6,6,4,2,6
417:7,1,1,8,1,6,5,2,1,9,8,8,6,6,7,5,3,3,1,7,5,5,1,5,5,7,5,2,7,1
418:1,8,2,9,7,5,2,3,9,9,4,8,8,2,2,4,4,7,5,2,7,5,5,8,9,8,3,9,9,6
419:3,2,7,9,2,2,5,9,9,7,4,1,1,2,8,8,3,9,2,4,4,7,2,6,7,7,9,3,7,5
420:7,1,6,5,3,9,2,5,6,4,3,6,4,9,6,8,1,4,5,9,9,6,6,1,2,3,2,3,3,3
421:7,3,5,9,7,6,9,7,3,4,7,8,1,2,9,6,6,1,8,5,9,6,6,5,2,2,2,7,8,9
422:2,1,6,6,3,5,7,8,4,9,9,8,1,6,6,4,9,5,3,5,1,6,7,2,4,9,3,9,5,8
423:5,2,1,1,1,7,4,9,1,7,6,3,5,9,3,1,6,6,2,4,7,2,1,3,3,2,2,6,6,6
424:6,6,7,6,7,5,6,3,8,2,2,1,4,1,1,2,4,1,1,8,6,6,3,1,4,4,9,7,4,1
425:6,2,5,6,4,6,8,4,3,2,3,6,3,9,2,3,7,9,4,6,7,4,8,6,9,9,8,3,3,9
426:6,9,4,1,1,1,9,4,4,7,1,1,6,5,6,8,9,2,2,9,9,3,4,8,3,9,9,4,2,1
427:3,5,5,9,7,3,9,6,9,8,7,8,4,4,8,5,9,5,7,1,7,7,1,9,5,3,8,1,2,5
428:8,8,8,3,7,9,5,2,2,9,3,7,5,3,7,2,2,8,5,8,5,2,2,8,2,2,1,9,2,3
429:4,7,4,3,8,5,6,8,7,6,9,2,6,5,9,2,7,5,1,3,2,7,3,4,9,3,8,7,4,8
430:7,1,6,5,3,9,2,5,6,4,3,6,4,9,6,8,1,4,5,9,9,6,6,1,2,3,2,3,3,3
431:8,3,8,4,3,4,6,9,4,7,9,7,1,7,6,4,6,1,2,3,5,9,7,7,3,1,6,2,3,4
432:2,8,9,4,9,5,9,1,2,9,6,8,6,8,4,2,5,6,3,9,5,2,9,7,6,1,3,9,8,8
433:9,7,1,7,2,5,3,7,5,8,8,1,5,7,2,4,9,6,2,4,4,8,9,7,1,7,2,3,8,9
434:6,5,6,5,7,1,7,5,8,1,7,7,4,7,1,3,2,5,3,5,6,1,6,8,2,5,4,1,7,9
435:4,5,6,7,8,7,4,4,5,3,8,4,9,1,2,9,9,5,9,7,9,7,9,8,4,6,6,7,4,4
436:2,1,1,6,9,2,2,7,8,5,1,6,4,2,8,6,5,5,4,8,9,7,4,2,3,5,4,1,1,1
437:4,1,3,2,7,7,6,8,2,3,6,4,8,9,7,3,8,6,1,2,3,3,9,3,7,7,7,8,5,8
438:3,7,1,1,7,8,9,7,1,3,3,5,1,9,5,8,4,6,4,2,8,2,7,6,3,9,6,9,6,1
439:4,7,3,1,1,4,9,7,9,2,4,3,6,6,2,7,5,9,9,1,2,3,6,6,1,4,5,8,4,6
440:8,3,7,5,5,7,8,8,9,5,9,7,1,5,2,6,5,4,2,7,5,5,9,1,8,7,1,2,1,9
441:4,4,6,3,5,6,7,8,5,1,7,8,7,6,8,9,3,2,5,6,8,5,3,2,3,7,6,3,4,3
442:8,9,7,2,7,4,3,9,5,6,9,2,9,5,4,7,9,9,9,6,2,1,4,1,8,6,5,7,4,2
443:8,1,1,2,5,9,3,8,8,4,9,3,2,3,5,5,1,5,3,3,7,9,8,4,3,4,8,8,3,5
444:1,1,4,4,1,7,4,7,7,8,9,7,4,3,3,5,3,5,8,8,8,2,1,2,3,5,5,5,2,5
445:2,5,9,5,9,3,9,3,6,3,1,4,2,7,7,6,5,8,8,9,6,5,7,4,5,7,9,5,2,2
446:2,5,1,2,1,9,8,5,6,4,4,6,8,4,5,4,8,2,4,3,1,7,8,6,7,8,6,3,4,6
447:8,1,7,5,4,1,9,3,3,7,6,4,9,7,4,1,4,8,5,9,6,5,8,7,3,2,7,4,4,6
448:4,1,8,1,2,3,6,8,7,5,8,6,8,4,9,7,3,6,9,5,8,8,6,6,6,8,2,9,2,5
449:3,8,7,1,5,4,1,8,2,9,3,8,2,6,3,8,8,4,6,2,5,5,8,5,8,8,6,8,7,3
450:4,7,6,8,6,3,2,3,3,6,5,3,9,8,1,6,8,8,7,3,5,1,7,1,5,2,7,8,7,7
